,custAge,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded_new,housing_new,loan_new,contact_new,marital_new,schooling_new,default_new,profession_new,month_new,day_of_week_new,poutcome_new
53,38.0,3,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,1.0,0.0,1.0,2,7,0.0,6,6,1,1
54,29.0,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,5,0.0,6,5,2,1
55,45.0,2,6,1,-3.0,92.713,-33.0,0.707,5023.5,0.2,2,1.0,0.0,0.0,0.0,2,8,0.0,6,12,1,3
56,42.0,1,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,1.0,1.0,0.0,1,3,0.0,4,7,1,1
57,30.0,2,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,1,8,1,1
58,50.0,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,999.0,0,0.0,1.0,0.0,0.0,2,4,0.0,4,11,2,1
59,31.0,1,999,0,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.0,1.0,0.0,1.0,1,8,0.0,4,5,1,1
60,41.0,1,999,0,1.4,93.918,-42.7,4.959,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,2,0.0,7,7,1,1
61,33.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,7,7,2,1
62,54.0,10,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,6,8,1,1
63,41.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,5,5,1,1
64,31.0,4,999,0,-1.8,93.749,-34.6,0.642,5008.7,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,8,4,1,1
65,43.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,9,7,2,1
66,38.0,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,4,0.0,4,5,1,1
67,29.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,1.0,1.0,1,6,0.0,9,5,1,1
68,42.0,2,999,0,-3.4,92.431,-26.9,0.743,5017.5,999.0,0,1.0,0.0,0.0,0.0,1,7,0.0,3,10,1,1
69,50.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,4,5,1,1
70,48.0,3,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,4,8,2,1
71,40.0,1,999,1,-1.8,92.893,-46.2,1.259,5099.1,999.0,2,0.0,0.0,0.0,0.0,2,5,0.0,3,5,1,2
72,33.0,14,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,9,6,2,1
73,27.0,3,999,1,-1.8,93.749,-34.6,0.638,5008.7,999.0,3,0.0,0.0,0.0,0.0,1,6,0.0,5,4,1,2
74,51.0,6,999,0,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0.0,1.0,1.0,0.0,3,8,0.0,4,5,1,1
75,28.0,6,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,8,0.0,4,5,1,1
76,31.0,2,999,0,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0,0.0,1.0,1.0,1,5,0.0,6,6,1,1
77,45.0,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,4,4,1,1
78,31.0,1,999,1,-1.8,93.075,-47.1,1.41,5099.1,999.0,1,0.0,1.0,0.0,0.0,2,8,0.0,4,4,1,2
79,49.0,2,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,4,8,1,1
80,38.0,11,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,7,0.0,7,5,1,1
81,34.0,2,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,1.0,1.0,2,8,0.0,4,5,1,1
82,31.0,2,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,5,7,1,1
83,51.0,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,3,5,0.0,10,11,1,1
84,50.0,1,999,0,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0,0.0,1.0,1.0,2,5,0.0,6,5,1,1
85,29.0,2,999,0,-2.9,92.469,-33.6,1.018,5076.2,999.0,0,1.0,1.0,0.0,0.0,1,8,0.0,11,7,1,1
86,31.0,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,9,11,1,1
87,28.0,1,999,0,-3.4,92.649,-30.1,0.719,5017.5,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,6,11,1,1
88,39.0,2,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,3,5,0.0,9,7,1,1
89,31.0,2,999,0,-1.8,92.893,-46.2,1.264,5099.1,999.0,0,1.0,0.0,0.0,0.0,1,7,0.0,9,5,2,1
90,31.0,11,999,0,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,7,0.0,6,6,1,1
91,31.0,2,999,1,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,1.0,0.0,0.0,3,8,0.0,3,4,1,2
92,55.0,3,999,0,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,8,8,1,1
93,39.0,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0,0.0,0.0,1.0,3,7,0.0,6,5,1,1
94,29.0,3,999,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0.0,0.0,0.0,1.0,1,5,0.0,4,6,2,1
95,31.0,10,999,0,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,10,6,1,1
96,31.0,3,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,6,8,1,1
97,50.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,4,5,2,1
98,31.0,1,999,0,1.4,93.918,-42.7,4.955,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,7,0.0,3,7,1,1
99,43.0,5,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,4,7,1,1
100,34.0,7,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,5,0.0,9,5,1,1
101,31.0,1,999,0,-1.7,94.055,-39.8,0.713,4991.6,999.0,0,0.0,1.0,0.0,1.0,1,7,0.0,10,6,1,1
102,43.0,1,999,0,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,6,6,1,1
103,43.0,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,4,0.0,4,11,1,1
104,54.0,4,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,5,7,1,1
105,56.0,1,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,2,0.0,4,6,1,1
106,31.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,3,8,1,1
107,42.0,5,999,0,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0,0.0,0.0,1.0,1,4,0.0,4,6,2,1
108,26.0,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0.0,0.0,0.0,1.0,2,4,0.0,9,5,1,1
109,49.0,1,999,0,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0,1.0,0.0,1.0,3,3,0.0,9,5,1,1
110,38.0,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,7,11,2,1
111,53.0,1,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,4,0.0,6,8,1,1
112,60.0,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,0.0,1.0,1.0,0.0,2,3,0.0,8,6,1,1
113,33.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,6,0.0,5,8,1,1
114,36.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,3,0.0,4,4,1,1
115,47.0,2,999,0,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0.0,1.0,1.0,0.0,2,7,0.0,3,8,1,1
116,31.0,1,999,1,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,7,4,1,2
117,35.0,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,999.0,4,0.0,1.0,0.0,0.0,1,5,0.0,3,11,1,2
118,27.0,1,999,0,-1.7,94.215,-40.3,0.861,4991.6,999.0,0,0.0,1.0,0.0,1.0,1,8,0.0,6,7,1,1
119,42.0,6,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,2,0.0,10,5,2,1
120,31.0,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,4,0.0,4,5,1,1
121,34.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1.0,1.0,0.0,0.0,1,7,0.0,6,7,1,1
122,31.0,3,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,0.0,0.0,0.0,3,5,0.0,5,8,1,1
123,31.0,1,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,2,0.0,2,8,2,1
124,25.0,2,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,5,0.0,6,7,1,1
125,52.0,1,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,1.0,1.0,0.0,0.0,3,5,0.0,7,7,1,1
126,43.0,1,999,1,-1.7,94.215,-40.3,0.861,4991.6,999.0,2,0.0,0.0,0.0,0.0,3,8,0.0,5,7,1,2
127,56.0,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0,1.0,0.0,0.0,1,5,0.0,9,11,1,2
128,32.0,1,999,1,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,0.0,0.0,0.0,0.0,1,8,0.0,10,5,1,2
129,38.0,1,999,0,-1.7,94.055,-39.8,0.729,4991.6,999.0,0,0.0,1.0,1.0,1.0,1,8,0.0,4,6,1,1
130,30.0,4,999,0,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,1.0,0.0,0.0,0.0,1,4,0.0,10,4,1,1
131,37.0,1,4,1,-2.9,92.201,-31.4,0.884,5076.2,0.133333333333,3,1.0,1.0,0.0,0.0,2,7,0.0,5,8,2,3
132,28.0,4,6,1,-1.8,93.369,-34.8,0.653,5008.7,0.2,2,1.0,0.0,0.0,1.0,2,5,0.0,10,3,1,3
133,46.0,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,2,0.0,4,5,1,1
134,33.0,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,999.0,6,0.0,1.0,0.0,0.0,2,8,0.0,4,4,2,2
135,31.0,2,999,1,-0.1,93.2,-42.0,4.076,5195.8,999.0,4,1.0,0.0,0.0,0.0,1,7,0.0,3,11,1,2
136,23.0,5,999,0,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0,1.0,1.0,0.0,1,6,0.0,5,5,1,1
137,19.0,1,999,0,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,1.0,1.0,0.0,0.0,1,4,0.0,11,5,1,1
138,45.0,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,4,4,1,1
139,38.0,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,3,11,1,1
140,58.0,2,3,1,-1.8,93.369,-34.8,0.635,5008.7,0.1,0,1.0,0.0,0.0,0.0,2,5,0.0,9,3,2,3
141,42.0,5,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,1.0,1.0,1.0,1,4,0.0,4,5,1,1
142,39.0,4,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,7,0.0,5,8,1,1
143,31.0,2,999,0,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,9,5,1,1
144,31.0,2,999,1,-1.8,92.893,-46.2,1.291,5099.1,999.0,1,0.0,1.0,0.0,0.0,2,4,0.0,2,5,1,2
145,47.0,18,999,0,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,6,0.0,5,7,1,1
146,52.0,2,999,0,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,7,0.0,7,6,2,1
147,39.0,5,999,0,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0,1.0,1.0,1.0,2,4,0.0,4,7,1,1
148,28.0,2,999,0,-1.8,92.843,-50.0,1.799,5099.1,999.0,0,1.0,1.0,0.0,0.0,1,4,0.0,11,3,1,1
149,36.0,3,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,6,7,1,1
150,31.0,3,999,0,-1.8,92.893,-46.2,1.27,5099.1,999.0,0,1.0,0.0,0.0,0.0,1,6,0.0,5,5,1,1
151,35.0,1,999,0,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0,1.0,1.0,0.0,2,7,0.0,3,8,1,1
152,49.0,2,999,0,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0.0,1.0,0.0,0.0,2,5,0.0,9,8,1,1
153,47.0,2,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,0.0,1.0,0.0,2,8,0.0,6,8,2,1
154,31.0,3,3,3,-1.1,94.601,-49.5,1.025,4963.6,0.1,9,1.0,1.0,0.0,0.0,2,7,0.0,3,10,1,3
155,51.0,5,999,0,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0.0,1.0,1.0,1.0,2,5,0.0,9,6,1,1
156,33.0,2,999,1,-1.8,92.893,-46.2,1.334,5099.1,999.0,3,0.0,0.0,0.0,0.0,2,4,0.0,7,5,1,2
157,28.0,3,999,0,-1.8,93.075,-47.1,1.406,5099.1,999.0,0,0.0,1.0,0.0,0.0,1,4,0.0,4,4,1,1
158,31.0,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,8,0.0,4,5,2,1
159,58.0,2,999,0,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,6,8,2,1
160,31.0,1,999,0,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,6,0.0,10,6,1,1
161,31.0,3,999,1,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,4,4,1,2
162,57.0,4,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,1.0,0.0,0.0,3,6,0.0,5,11,2,1
163,77.0,1,999,0,-1.8,92.843,-50.0,1.614,5099.1,999.0,0,1.0,1.0,0.0,0.0,3,8,0.0,8,3,1,1
164,28.0,1,999,0,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0,0.0,0.0,0.0,3,7,0.0,5,7,1,1
165,30.0,3,999,0,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0,1.0,1.0,0.0,2,7,0.0,6,8,1,1
166,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,2,0.0,3,5,1,1
167,42.0,2,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,2,8,0.0,6,7,1,1
168,31.0,3,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,1,8,0.0,4,5,1,1
169,25.0,1,999,0,-1.8,92.843,-50.0,1.531,5099.1,999.0,0,1.0,1.0,0.0,0.0,2,7,0.0,6,3,1,1
170,41.0,1,999,0,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,3,0.0,4,7,1,1
171,36.0,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0,0.0,0.0,0.0,2,7,0.0,9,5,2,1
172,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,1.0,0.0,1.0,2,8,0.0,5,5,1,1
173,31.0,6,999,0,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.0,1.0,1.0,0.0,2,7,0.0,5,8,1,1
174,61.0,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,1.0,1.0,0.0,0.0,2,7,0.0,6,6,1,1
175,37.0,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0,1.0,0.0,1.0,2,3,0.0,4,11,2,1
176,40.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,6,5,1,1
177,39.0,3,999,0,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,7,6,2,1
178,42.0,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,0.0,1.0,0.0,0.0,2,2,0.0,4,5,1,1
179,31.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,3,7,0.0,1,5,1,1
180,45.0,2,999,0,-1.8,92.843,-50.0,1.538,5099.1,999.0,0,0.0,1.0,1.0,0.0,1,6,0.0,5,3,1,1
181,31.0,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0,0.0,1.0,1.0,1,5,0.0,6,11,1,1
182,50.0,1,999,0,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,8,0.0,4,5,2,1
183,40.0,2,999,0,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0,0.0,0.0,1.0,2,5,0.0,1,5,2,1
184,31.0,2,999,1,-0.1,93.2,-42.0,4.12,5195.8,999.0,2,0.0,1.0,0.0,0.0,3,7,0.0,6,11,1,2
185,46.0,2,999,2,-1.1,94.767,-50.8,1.048,4963.6,999.0,0,0.0,1.0,0.0,0.0,1,8,0.0,6,11,2,2
186,31.0,4,999,0,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0,1.0,0.0,0.0,1,7,0.0,6,7,1,1
187,42.0,4,999,0,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0,0.0,0.0,0.0,1,7,0.0,6,7,1,1
188,36.0,6,999,0,-1.7,94.027,-38.3,0.898,4991.6,999.0,0,1.0,0.0,0.0,0.0,1,8,0.0,9,8,1,1
